,distance,fl_day,week_num,departures_performed,payload,passengers,freight,air_time,aircraft_type,distance_group,arr_delay,sdomt_gallons,tdomt_gallons,sdomt_cost,tdomt_cost,Year,mkt_unique_carrier_DL,mkt_unique_carrier_UA,mkt_unique_carrier_WN,origin_city_Charlotte,origin_city_Chicago,origin_city_Dallas/Fort Worth,origin_city_Denver,origin_city_Detroit,origin_city_Houston,origin_city_Las Vegas,origin_city_Los Angeles,origin_city_Minneapolis,origin_city_New York,origin_city_Newark,origin_city_Phoenix,origin_city_San Francisco,origin_city_Seattle,origin_city_Washington,dest_city_Charlotte,dest_city_Chicago,dest_city_Dallas/Fort Worth,dest_city_Denver,dest_city_Detroit,dest_city_Houston,dest_city_Las Vegas,dest_city_Los Angeles,dest_city_Minneapolis,dest_city_New York,dest_city_Orlando,dest_city_Phoenix,dest_city_San Francisco,dest_city_Seattle,dest_city_Washington,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_overnight,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_overnight
516,731.0,1,4,1.0,98335.0,150.0,420.0,125.0,656.0,2.0,-7.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
539,236.0,5,1,155.0,5261000.0,15604.0,14553.0,6687.5,619.0,1.0,3.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,1979.0,3,3,27.5,1427600.0,4192.5,999.5,7743.5,699.0,4.0,-4.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
548,370.0,5,4,28.0,1215200.0,3686.0,4766.0,1624.0,614.0,1.0,-11.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
550,1391.0,6,2,1.0,80700.0,185.0,0.0,182.0,626.0,3.0,-14.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
555,235.0,0,3,35.5,521700.0,1892.0,0.0,1687.0,629.0,1.0,-20.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,1020.0,6,4,30.0,966000.0,3775.0,14905.0,3763.0,619.0,3.0,-6.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
573,2227.0,6,1,14.0,638953.0,2123.0,2410.0,4284.0,623.0,5.0,13.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
575,1846.0,0,2,29.5,1304572.5,4225.5,4390.0,7411.5,623.0,4.0,-3.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
581,594.0,6,3,25.0,892400.0,2860.5,9702.0,2326.5,888.0,2.0,-29.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
583,967.0,2,5,13.0,707594.0,2371.0,4733.0,1643.0,622.0,2.0,-6.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
585,1514.0,4,2,117.5,4740900.0,16615.5,9287.0,24930.5,614.0,4.0,-8.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
593,746.0,0,4,4.5,89980.5,278.5,0.0,542.0,677.0,2.0,117.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
597,888.0,5,2,81.5,2972700.0,9313.5,1917.5,10862.5,655.0,2.0,57.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
601,2139.0,5,3,53.0,2642080.0,9810.0,42695.0,15787.0,888.0,5.0,-6.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
623,1055.0,6,3,8.0,670400.0,1769.0,2605.0,1002.0,622.0,3.0,-21.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
629,954.0,2,2,5.0,93600.0,315.0,0.0,643.0,677.0,2.0,-18.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
634,733.0,0,3,49.0,1900070.0,5652.0,238.0,5807.0,614.0,2.0,12.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
641,862.0,5,3,15.5,499100.0,2098.5,1140.5,1849.5,619.0,2.0,-7.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
656,1671.0,0,5,54.0,2061100.0,6406.0,2931.0,10763.0,694.0,4.0,-21.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
659,1029.0,6,4,4.0,152980.0,362.0,1830.0,663.0,608.0,3.0,25.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
665,1075.0,6,1,4.0,87212.0,206.0,0.0,697.0,673.0,3.0,-28.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
673,331.0,0,4,28.5,1136400.0,2880.0,4541.0,1790.5,698.0,1.0,-7.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
674,529.0,0,3,48.5,925962.0,2798.5,0.0,4415.0,677.0,2.0,20.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
690,1635.0,5,1,5.0,587776.0,603.0,5987.0,925.0,614.0,4.0,90.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
691,1034.0,6,1,22.0,410915.0,1334.0,0.0,3058.0,631.0,3.0,-27.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
702,236.0,5,3,76.0,1511336.0,4536.0,0.0,3331.0,673.0,1.0,-3.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
706,224.0,0,3,100.0,1786000.0,7043.0,0.0,4374.0,673.0,1.0,-16.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,236.0,3,5,155.0,5261000.0,15604.0,14553.0,6687.5,619.0,1.0,7.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
719,606.0,6,4,3.0,147270.0,397.0,465.0,286.0,656.0,2.0,-10.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
729,862.0,5,1,8.5,259246.0,826.0,51.5,962.5,698.0,2.0,-12.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
730,228.0,4,2,31.0,582800.0,1009.0,0.0,1256.0,631.0,1.0,-23.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
747,1452.0,4,2,9.0,414130.0,1120.0,733.0,1894.0,612.0,3.0,-5.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
750,213.0,1,5,40.0,811122.5,1589.5,0.0,1831.5,673.0,1.0,-20.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
751,529.0,4,4,39.5,2003600.0,5502.0,4734.0,3541.0,698.0,2.0,22.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
771,405.0,6,1,5.5,213225.0,626.5,57.5,356.0,655.0,1.0,-43.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
773,331.0,6,3,28.5,1136400.0,2880.0,4541.0,1790.5,698.0,1.0,-18.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
780,641.0,4,1,53.0,2261800.0,7082.5,1298.0,4578.0,698.0,2.0,-17.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
788,2182.0,2,3,6.0,292837.5,949.0,19938.0,1499.5,614.0,5.0,-3.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,602.0,5,1,10.0,452795.0,1548.0,2101.0,857.0,694.0,2.0,-4.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
806,936.0,1,5,5.0,191900.0,599.0,13.0,705.0,698.0,2.0,-10.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,591.0,6,1,1.0,34600.0,129.0,155.0,161.0,612.0,2.0,-16.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
819,1009.0,0,2,11.0,437943.0,1699.0,435.0,1326.0,694.0,3.0,-2.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,1034.0,1,5,86.0,1849172.0,4513.0,0.0,12047.0,638.0,3.0,16.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
821,1916.0,4,1,74.0,3614000.0,10537.0,10572.0,16174.0,698.0,4.0,560.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,405.0,3,2,21.0,747500.0,1670.0,100.0,1479.0,608.0,1.0,-8.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
832,1916.0,6,3,116.5,6023050.0,17094.5,6633.0,30247.5,699.0,4.0,-14.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
838,383.0,6,3,95.0,1757500.0,4747.0,0.0,5758.0,631.0,1.0,195.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
841,696.0,1,4,38.5,1435700.0,4136.0,5745.5,4399.0,614.0,2.0,-9.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,334.0,1,4,72.0,2898030.0,8644.0,1052.0,4311.0,614.0,1.0,74.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
848,1172.0,4,4,39.0,696540.0,2811.0,0.0,6933.0,673.0,3.0,16.0,0.0,0.0,0.0,0.0,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
859,1464.0,3,1,34.0,2162150.0,5937.0,9593.0,6665.5,699.0,3.0,11.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
860,228.0,2,4,4.5,96759.0,287.0,0.0,218.0,629.0,1.0,-18.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
862,1005.0,0,2,12.0,406034.0,1725.0,342.0,1553.0,694.0,3.0,-18.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
870,606.0,0,3,43.0,653600.0,2837.0,0.0,4314.5,673.0,2.0,3.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
872,944.0,2,2,2.5,106868.5,360.0,0.0,352.5,694.0,2.0,-9.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
878,689.0,3,1,3.0,117582.5,392.5,37.0,265.5,608.0,2.0,-13.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
884,2182.0,3,1,6.0,292837.5,949.0,19938.0,1499.5,614.0,5.0,9.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
888,883.0,2,2,59.0,2560600.0,7729.0,14676.0,7356.0,614.0,2.0,-14.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
893,235.0,0,3,19.0,777030.0,1853.0,37.0,938.0,614.0,1.0,-2.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
899,337.0,6,2,4.0,54000.0,85.0,0.0,302.0,673.0,1.0,-12.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
905,1235.0,3,4,32.5,2703700.0,7315.5,60756.0,5293.0,627.0,3.0,10.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
906,255.0,5,3,148.0,5521200.0,16742.5,16103.0,6782.5,612.0,1.0,-10.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
913,1846.0,3,2,96.5,3893500.0,13203.5,51964.5,24125.0,614.0,4.0,-25.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
917,214.0,1,3,213.0,4066596.0,6460.5,0.0,9406.5,677.0,1.0,5.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
923,214.0,0,5,213.0,4066596.0,6460.5,0.0,9406.5,677.0,1.0,-15.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
926,1192.0,2,2,130.0,5207900.0,16566.0,14007.0,18143.0,614.0,3.0,-11.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
937,228.0,3,5,4.5,96759.0,287.0,0.0,218.0,629.0,1.0,-2.0,0.0,0.0,0.0,0.0,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
945,944.0,6,3,58.5,2358950.0,6874.5,787.0,8431.0,614.0,2.0,-3.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
946,226.0,1,5,30.0,1191800.0,2773.0,1758.0,1383.0,678.0,1.0,-15.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
955,1235.0,1,2,32.5,2703700.0,7315.5,60756.0,5293.0,627.0,3.0,-9.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
961,696.0,3,2,66.5,2334500.0,5544.0,4049.0,5923.5,616.0,2.0,-3.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
962,1744.0,4,4,10.5,394097.0,1293.0,5371.0,2237.0,623.0,4.0,-10.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
991,1055.0,5,2,111.5,4816750.0,15993.0,3474.0,16453.0,622.0,3.0,-2.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,213.0,5,1,21.0,369600.0,939.0,0.0,949.0,631.0,1.0,-19.0,0.0,0.0,0.0,0.0,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1003,334.0,1,1,72.0,2898030.0,8644.0,1052.0,4311.0,614.0,1.0,3.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1004,1208.0,1,4,43.0,820956.0,2123.0,0.0,7865.0,677.0,3.0,-8.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1009,612.0,3,2,103.5,1573200.0,5316.0,0.0,8725.0,638.0,2.0,-15.0,6214610.8,6214610.8,12885113.2,12885113.2,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1010,1190.0,1,1,17.5,603871.0,1630.0,2372.5,2471.0,614.0,3.0,-4.0,115001515.0,115971276.2,191543386.6,193359267.6,2019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1013,1391.0,3,3,2.0,210300.0,344.0,874.0,394.0,627.0,3.0,0.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1015,599.0,2,3,109.0,5635300.0,14913.0,3831.0,9997.0,699.0,2.0,6.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1023,762.0,4,1,30.0,1302000.0,2906.0,9338.0,2984.0,614.0,2.0,2.0,156295770.8,156532592.0,293397830.2,293803944.4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1026,1020.0,4,1,34.5,748137.0,1514.0,0.0,4548.0,673.0,3.0,-14.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1031,2586.0,1,1,104.0,5514340.0,13842.0,35927.0,36830.0,622.0,6.0,-22.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1032,930.0,3,5,2.5,101220.0,273.0,79.0,291.5,656.0,2.0,13.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1035,852.0,3,2,21.0,775200.0,2165.0,695.0,2417.0,655.0,2.0,11.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1037,1235.0,2,2,32.5,2703700.0,7315.5,60756.0,5293.0,627.0,3.0,4.0,162609079.0,163140817.6,264949334.8,265791415.6,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,612.0,2,2,47.5,981422.5,2375.0,0.0,4954.0,673.0,2.0,-14.0,5327632.2,5327632.2,7937670.4,7937670.4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1044,930.0,0,2,14.0,439275.0,1011.0,1.5,2020.5,656.0,2.0,-23.0,147684843.4,149458650.6,284064640.2,288453038.8,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
